Category,Message
phishing,"An email promises free enrollment in a popular web development course. To access it, youre asked to fill out a registration form that collects personal details. The course provider is not mentioned, and the senders email is not tied to any reputable source."
phishing,"You receive an email offering free access to a prestigious universitys online program but are asked to provide your payment details for ""verification purposes."" The email lacks any official university branding and uses vague language to appear credible."
phishing,"An email advertises a free data analytics course and provides a link to download ""study materials."" The link installs malware on your computer, designed to extract personal information such as saved passwords and payment details."
phishing,A phishing email congratulates you on being selected for a free training program on AI and machine learning. It asks for your account credentials to access the training portal. The provided link redirects to a phishing site that collects your information.
phishing,"You receive an email offering a free certification course in cloud computing but are required to share personal details, including your bank information, to ""validate your registration."" The senders email domain is generic and untrustworthy."
phishing,"An email pretends to offer free financial literacy courses sponsored by your bank. To enroll, it requests your login credentials and personal details. The sender uses a domain unrelated to your bank, and the email contains grammatical errors."
phishing,You get an email promising free access to premium coding tutorials but asking you to verify your email by logging into a provided link. The link leads to a phishing site designed to steal your login information under the guise of account verification.
phishing,"An email congratulates you on winning free admission to an online business management course. It asks for your financial information to ""cover administrative costs."" The email lacks any verifiable contact details or links to the alleged course provider."
phishing,"You receive an email offering a free graphic design course. To get access, youre required to download software from a link. The software is actually malware disguised as design tools, intended to steal sensitive information from your system."
phishing,"A phishing email claims youve been awarded a scholarship for a free cybersecurity course. It asks for your personal details, including sensitive information like your Social Security Number, for ""verification."" The email contains no authentic scholarship links."
phishing,"An email offers a remote position with minimal effort and high pay but requires payment for a software license before starting. The company name and details are not mentioned, and the email comes from an unverified domain."
phishing,"You get an email offering a temporary job during the holidays and promising immediate payment. To proceed, the email asks for sensitive information, such as your bank account details. The sender does not include any legitimate company contact information."
phishing,"A phishing email claims your credit card has been temporarily suspended due to ""unusual activity"" and asks you to confirm your account details through a provided link. The emails sender domain is unrelated to your credit card provider and appears fraudulent."
phishing,"You receive an email offering guaranteed job placement through a recruitment agency but requiring payment for access to the agencys ""exclusive network."" The agency name and sender email do not match, raising red flags about the offers legitimacy."
phishing,"An email informs you of a new banking feature that offers personalized account insights. To activate it, youre asked to log in via a link. The link directs you to a phishing site that captures your login credentials and other sensitive banking information."
phishing,"You receive an email claiming youve been selected for a premium career development course for free but requiring you to download an app to access the materials. The app contains malware disguised as an educational platform, compromising your security."
phishing,"An email congratulates you on being chosen for a free English language certification course. To finalize the enrollment, the email asks for your credit card details for ""identity verification."" The email lacks legitimate course provider details or contact links."
phishing,"You get an email promising free access to a highly-rated leadership skills course. However, it asks you to complete a survey with personal details, including your home address and phone number. The email domain is unrelated to any known course provider."
phishing,"An email advertises free registration for online financial planning courses. It directs you to a page asking for payment details to ""confirm your attendance."" The email contains no legitimate branding and provides vague information about the course content."
phishing,"A phishing email claims youve been hired for an international role requiring payment for a work permit. The sender uses a generic email domain, and the job description is intentionally broad, making it difficult to verify the legitimacy of the offer."
phishing,"You receive an email stating your bank is offering a new cashback feature but requires you to register through a provided link. The link redirects to a fraudulent website mimicking your banks portal, collecting your login credentials for unauthorized access."
phishing,"An email offers you a scholarship for free enrollment in an online master's degree program but requires your financial details to process the registration. The email lacks proper grammar, contains generic branding, and does not match any credible institution."
phishing,"You get an email advertising a free programming workshop that asks for your account credentials to save your spot. The email is poorly written, and the link directs you to a phishing site designed to capture your personal and login information."
phishing,"A phishing email congratulates you on receiving a job offer and asks for a deposit to cover your ""onboarding materials."" The email address uses a free domain, and no verifiable information about the employer or job is provided, exposing it as a scam."
phishing,"You receive an email claiming a high-profile company is hiring for remote roles. It asks you to provide personal details, such as your date of birth and bank information, for ""salary processing."" The email lacks official branding and uses a generic sender domain."
phishing,"An email warns that your bank account will be locked unless you confirm your details immediately. The email includes a link to a fraudulent login page mimicking your banks website. The email contains typos and formatting errors, making it suspicious."
phishing,"You get an email offering free participation in a digital marketing bootcamp but are asked to pay a refundable deposit to secure your seat. The email comes from a free domain and lacks proper contact information, raising doubts about its legitimacy."
phishing,"An email pretends to be from your bank, notifying you of a failed transaction. It asks you to log in through a link to resolve the issue. The link leads to a phishing site that collects your account credentials for unauthorized access."
phishing,"A phishing email offers free access to professional photography tutorials but requires you to download files containing ""course materials."" The files install malware on your device, allowing attackers to steal sensitive information such as saved passwords."
phishing,"You receive an email advertising free enrollment in advanced Excel workshops but are required to enter your credit card details to ""reserve your spot."" The email lacks legitimate branding and provides a link to an unsecured payment page."
phishing,"An email promises free access to technical skill development courses but asks for your financial information to ""verify eligibility."" The course provider details are missing, and the senders email domain does not match any credible educational institution."
phishing,You get an email claiming your bank account security settings must be updated due to a system upgrade. It includes a link to a phishing site where youre asked to enter sensitive banking details. The email uses fear tactics to prompt immediate action.
phishing,"An email offers you a position at a multinational firm and requests your financial information to set up your ""payroll account."" The sender provides no legitimate details about the employer, and the email domain is unrelated to any recognized company."
phishing,"You receive an email claiming your credit card has been overcharged and asking you to provide your card details to process a refund. The email contains typos, vague language, and lacks any branding from the credit card provider, making it a phishing attempt."
phishing,"An email congratulates you on receiving free enrollment in a highly-rated online course but asks for your financial details for ""registration confirmation."" The course provider is unnamed, and the senders domain is suspicious and unrelated to any known institution."
phishing,A phishing email promises free resources
phishing,congratulations you got selected  in interview fill the below form
phishing,"An email offers you a remote job requiring no prior experience but asks for bank account details to set up ""direct deposit."" The company name is absent, and the sender uses a free email domain, indicating a potential scam."
phishing,"You receive an email congratulating you on a high-paying job offer but are required to pay a ""processing fee"" to finalize your position. The vague job description and lack of official company details highlight its fraudulent nature."
phishing,"A phishing email claims to be from a recruiter offering an overseas position but requests upfront payment for visa fees. The senders email does not match the alleged company, and no verifiable contact information is provided."
phishing,"An email offers a part-time job with flexible hours but requires a security deposit for work materials. It provides a generic contact email and fails to include specific details about the job or company, making it suspicious."
phishing,"You get an email stating that your job application has been approved but asks for personal details, including scanned copies of your ID and bank information. No interview process is mentioned, and the senders email is unverified."
phishing,An email warns you of unauthorized access to your bank account and directs you to log in through a provided link. The link leads to a counterfeit banking site that captures your login credentials and sensitive account information.
phishing,You receive a message claiming a suspicious transaction on your credit card and are asked to validate the transaction by entering your card details. The email is poorly formatted and lacks official branding from your credit card provider.
phishing,"A phishing email pretends to be from your banks technical department, notifying you of ""account updates"" and requesting your login information. The sender uses a domain unrelated to your bank, and the email lacks proper grammar."
phishing,"An email claims your debit card has been temporarily blocked due to security concerns and asks you to provide your card number, expiration date, and PIN. The email formatting and sender details expose it as a phishing attempt."
phishing,"You receive an email informing you of cashback rewards waiting to be claimed in your bank account. To access them, the email asks for your login details. The email domain does not match your banks official website, indicating fraud."
phishing,"An email offers free enrollment in a prestigious online course but requires a ""small processing fee"" for materials. The course details are vague, and the email provides a suspicious payment link with no ties to a known provider."
phishing,You get an email advertising a free Python programming course that asks you to log in using your credentials to access the curriculum. The link leads to a phishing page designed to steal your information under the guise of verification.
phishing,"An email claims youve been selected for a scholarship for a free data science course. To claim the offer, youre asked for personal details, including financial information, for ""identity verification."" The email lacks legitimacy."
phishing,"A phishing email offers free access to premium online tutorials but asks you to download files containing ""study materials."" The files install malware that compromises your device and steals sensitive information."
phishing,"You receive an email promising free enrollment in a leadership course but requesting credit card details to ""confirm your spot."" The email lacks credible links or details about the course provider, making it a clear phishing attempt."
phishing,"An email congratulates you on receiving free access to a digital marketing certification program. To get started, you must provide personal details and pay a refundable deposit. The senders email domain is suspicious and unrelated to any institution."
phishing,"You get an email claiming free admission to an advanced business management course but are asked to submit personal information, such as your home address and banking details. The emails vague content and senders domain indicate fraud."
phishing,"A phishing email offers free participation in a programming bootcamp and includes a link to download software for practice. The software is malware disguised as educational tools, designed to extract personal and financial information."
phishing,"An email claims youve been selected for a free financial literacy course and requests your account credentials to ""set up access."" The email domain is generic, and the lack of official branding makes it suspicious."
phishing,"You receive an email advertising a free professional resume-building course but are asked to complete a payment form for ""materials access."" The email contains no legitimate branding or course provider details, making it a likely phishing attempt."
phishing,"An email pretends to be from your bank, claiming a recent policy update requires you to confirm your account details. The link provided redirects to a fake login page that captures sensitive information such as your username and password."
phishing,"You get an email claiming your bank account is under review due to suspicious activity and asking you to confirm your credentials immediately. The senders email domain does not match your banks official site, exposing it as fraudulent."
phishing,"A phishing email informs you of a failed wire transfer from your savings account and asks you to verify your details to ""resolve the issue."" The email formatting and sender address reveal it as a fake attempt to steal your information."
phishing,"You receive an email claiming youre eligible for a loan pre-approval with minimal interest rates but must submit your bank account details for ""approval processing."" The lack of credible contact information indicates a scam."
phishing,"An email promises a guaranteed job placement in a reputable company but requires a ""registration fee."" No specific job details or verifiable company information are provided, and the sender uses a free email service, raising red flags."
phishing,You get an email congratulating you on securing a remote position with no interview but are required to pay
phishing,congratulations you get placed in aboraod fill the below form
phishing,"An email offers a remote job with high pay but asks for your bank details to set up payroll. The sender uses a generic email domain, and the job description is vague, with no verifiable company information provided."
phishing,You receive an email congratulating you on being selected for a prestigious job but requiring a fee for a background check. The email lacks official company branding and uses a suspicious payment link.
phishing,"A phishing email claims to be from a recruiter offering an international position but asks for upfront payment for visa processing. The senders email domain does not match the alleged company, and no contact details are provided."
phishing,"An email offers a part-time job with flexible hours but requires a deposit for training materials. The email provides no specific job details and uses a free email service, making it suspicious."
phishing,"You get an email stating that your job application has been approved but asks for personal details, including scanned copies of your ID and bank information. The senders email is unverified, and no interview process is mentioned."
phishing,An email warns you of unauthorized access to your bank account and directs you to log in through a provided link. The link leads to a counterfeit banking site that captures your login credentials and sensitive account information.
phishing,You receive a message claiming a suspicious transaction on your credit card and are asked to validate the transaction by entering your card details. The email is poorly formatted and lacks official branding from your credit card provider.
phishing,"A phishing email pretends to be from your banks technical department, notifying you of ""account updates"" and requesting your login information. The sender uses a domain unrelated to your bank, and the email lacks proper grammar."
phishing,"An email claims your debit card has been temporarily blocked due to security concerns and asks you to provide your card number, expiration date, and PIN. The email formatting and sender details expose it as a phishing attempt."
phishing,"You receive an email informing you of cashback rewards waiting to be claimed in your bank account. To access them, the email asks for your login details. The email domain does not match your banks official website, indicating fraud."
phishing,"An email offers free enrollment in a prestigious online course but requires a ""small processing fee"" for materials. The course details are vague, and the email provides a suspicious payment link with no ties to a known provider."
phishing,You get an email advertising a free Python programming course that asks you to log in using your credentials to access the curriculum. The link leads to a phishing page designed to steal your information under the guise of verification.
phishing,"An email claims youve been selected for a scholarship for a free data science course. To claim the offer, youre asked for personal details, including financial information, for ""identity verification."" The email lacks legitimacy."
phishing,"A phishing email offers free access to premium online tutorials but asks you to download files containing ""study materials."" The files install malware that compromises your device and steals sensitive information."
phishing,"You receive an email promising free enrollment in a leadership course but requesting credit card details to ""confirm your spot."" The email lacks credible links or details about the course provider, making it a clear phishing attempt."
phishing,"An email congratulates you on receiving free access to a digital marketing certification program. To get started, you must provide personal details and pay a refundable deposit. The senders email domain is suspicious and unrelated to any institution."
phishing,"You get an email claiming free admission to an advanced business management course but are asked to submit personal information, such as your home address and banking details. The emails vague content and senders domain indicate fraud."
phishing,"A phishing email offers free participation in a programming bootcamp and includes a link to download software for practice. The software is malware disguised as educational tools, designed to extract personal and financial information."
phishing,"An email claims youve been selected for a free financial literacy course and requests your account credentials to ""set up access."" The email domain is generic, and the lack of official branding makes it suspicious."
phishing,"You receive an email advertising a free professional resume-building course but are asked to complete a payment form for ""materials access."" The email contains no legitimate branding or course provider details, making it a likely phishing attempt."
phishing,"An email pretends to be from your bank, claiming a recent policy update requires you to confirm your account details. The link provided redirects to a fake login page that captures sensitive information such as your username and password."
phishing,"You get an email claiming your bank account is under review due to suspicious activity and asking you to confirm your credentials immediately. The senders email domain does not match your banks official site, exposing it as fraudulent."
phishing,"A phishing email informs you of a failed wire transfer from your savings account and asks you to verify your details to ""resolve the issue."" The email formatting and sender address reveal it as a fake attempt to steal your information."
phishing,"You receive an email claiming youre eligible for a loan pre-approval with minimal interest rates but must submit your bank account details for ""approval processing."" The lack of credible contact information indicates a scam."
phishing,"An email promises a guaranteed job placement in a reputable company but requires a ""registration fee."" No specific job details or verifiable company information are provided, and the sender uses a free email service, raising red flags."
phishing,You get an email congratulating you on securing a remote position with no interview but are required to pay for onboarding materials. The senders email domain is unrelated to any known recruiter or company.
phishing,An email claims your bank account has been compromised and asks you to verify your identity by providing sensitive details. The email includes a link to a phishing site that mimics your banks official portal.
phishing,"You receive an email offering free access to a prestigious universitys online program but are asked to provide your payment details for ""verification purposes."" The email lacks any official university branding and uses vague language to appear credible."
phishing,"An email advertises a free data analytics course and provides a link to download ""study materials."" The link installs malware on your computer, designed to extract personal information such as saved passwords and payment details."
phishing,A phishing email congratulates you on being selected for a free training program on AI and machine learning. It asks for your account credentials to access the training portal. The provided link redirects to a phishing site that collects your information.
phishing,"You receive an email offering a free certification course in cloud computing but are required to share personal details, including your bank information, to ""validate your registration."" The senders email domain is generic and untrustworthy."
phishing,"An email pretends to offer free financial literacy courses sponsored by your bank. To enroll, it requests your login credentials and personal details. The sender uses a domain unrelated to your bank, and the email contains grammatical errors."
phishing,You get an email promising free access to premium coding tutorials but asking you to verify your email by logging into a provided link. The link leads to a phishing site designed to steal your login information under the guise of account verification.
phishing,"An email congratulates you on winning free admission to an online business management course. To finalize the enrollment, the email asks for your financial information to ""cover administrative costs."" The email lacks any verifiable contact details or links to the alleged course provider."
phishing,"You receive an email offering a free graphic design course. To get access, youre required to download software from a link. The software is actually malware disguised as design tools, intended to steal sensitive information from your system."
phishing,"A phishing email claims youve been awarded a scholarship for a free cybersecurity course. It asks for your personal details, including sensitive information like your Social Security Number, for ""verification."" The email contains no authentic scholarship links."
phishing,"An email offers a remote position with minimal effort and high pay but requires payment for a software license before starting. The company name and details are not mentioned, and the email comes from an unverified domain."
phishing,"You get an email offering a temporary job during the holidays and promising immediate payment. To proceed, the email asks for sensitive information, such as your bank account details. The sender does not include any legitimate company contact information."
phishing,"A phishing email claims your credit card has been temporarily suspended due to ""unusual activity"" and asks you to confirm your account details through a provided link. The emails sender domain is unrelated to your credit card provider and appears fraudulent."
phishing,"You receive an email offering guaranteed job placement through a recruitment agency but requiring payment for access to the agencys ""exclusive network."" The agency name and sender email do not match, raising red flags about the offers legitimacy."
phishing,"An email informs you of a new banking feature that offers personalized account insights. To activate it, youre asked to log in via a link. The link directs you to a phishing site that captures your login credentials and other sensitive banking information."
phishing,"You receive an email claiming youve been selected for a premium career development course for free but requiring you to download an app to access the materials. The app contains malware disguised as an educational platform, compromising your security."
phishing,"An email congratulates you on being chosen for a free English language certification course. To finalize the enrollment, the email asks for your credit card details for ""identity verification."" The email lacks legitimate course provider details or contact links."
phishing,"You get an email promising free access to a highly-rated leadership skills course. However, it asks you to complete a survey with personal details, including your home address and phone number. The email domain is unrelated to any known course provider."
phishing,"An email advertises free registration for online financial planning courses. It directs you to a page asking for payment details to ""confirm your attendance."" The email contains no legitimate branding and provides vague information about the course content."
phishing,"A phishing email claims youve been hired for an international role requiring payment for a work permit. The sender uses a generic email domain, and the job description is intentionally broad, making it difficult to verify the legitimacy of the offer."
phishing,"You receive an email stating your bank is offering a new cashback feature but requires you to register through a provided link. The link redirects to a fraudulent website mimicking your banks portal, collecting your login credentials for unauthorized access."
phishing,An email offers you a scholarship for free enrollment in an online master's degree program but requires your financial details to process
phishing,Click below link to get job offers
phishing,"An email offers a remote job with a high salary but asks for your personal and financial details to ""process your onboarding."" The company name is generic, and the sender uses a public email domain, raising suspicions about its legitimacy."
phishing,"You receive an email stating that youve been hired for a senior position but must pay for ""mandatory training materials."" The email includes no detailed job description or verifiable company information, making it a clear phishing attempt."
phishing,"An email claims to be from a recruiter offering you a part-time job but asks for an upfront fee to access a ""training portal."" The senders email address does not match the company's, and the job details are intentionally vague."
phishing,"You get a message informing you of a job opportunity requiring minimal effort but asks for your account credentials to ""set up payroll."" The senders email domain is unrelated to any legitimate company, and no official job information is provided."
phishing,"An email pretends to come from a multinational company offering a role in their team. However, youre asked to provide sensitive information like your passport copy and bank details. The company contact information in the email is unverifiable."
phishing,"You receive an email warning about unauthorized access to your bank account and are prompted to verify your login credentials by clicking a link. The provided link leads to a fraudulent page mimicking your banks portal, designed to steal your information."
phishing,"An email notifies you of a large unauthorized transaction made on your account, urging you to verify it by entering your account details. The email contains grammatical errors and lacks the branding or sender details associated with your bank."
phishing,"A phishing email claims your credit card has been temporarily blocked for suspicious activity and asks you to enter your card number, expiration date, and CVV through a provided link. The lack of official formatting and branding highlights the scam."
phishing,"You get an email offering cashback rewards from your bank but are asked to confirm your bank account credentials to receive the funds. The sender's email domain does not match the official bank domain, and the email contains errors in formatting."
phishing,An email warns you that your savings account will be locked unless you confirm your identity by entering your personal details. The email uses fear tactics and provides a link to a fake website designed to collect your sensitive information.
phishing,"An email advertises free enrollment in a coding bootcamp but requires you to provide your personal information and credit card details to ""secure your spot."" The senders email does not match the branding of any legitimate course provider."
phishing,"You receive an email offering free access to a popular universitys technical courses but must pay a registration fee. The course details are vague, and the payment link provided leads to an unsecured site, indicating a phishing attempt."
phishing,"An email congratulates you on winning free registration in a data analytics course but asks for your personal details, including your banking information. The senders domain is unverified, and no official course details are provided."
phishing,"A phishing email offers free participation in a financial literacy workshop but requires you to complete a form with personal information to enroll. The form link redirects to a phishing site, and the senders email lacks legitimacy."
phishing,"You receive an email advertising a free online business course but are asked to download materials via an attached link. The link installs malware disguised as educational files, compromising your computers security and stealing your data."
phishing,An email offers a free graphic design course and asks for your login credentials to access the curriculum. The provided link leads to a phishing page that collects your information under the guise of course registration.
phishing,"A phishing email claims to provide free training for job interviews but asks for your payment details for ""course materials."" The senders email address is unrelated to any legitimate training provider, making the offer suspicious."
phishing,"You get an email congratulating you on being selected for a scholarship for a free course. To finalize your enrollment, the email asks for your Social Security Number and bank details for ""verification purposes,"" raising doubts about its authenticity."
phishing,An email promises free enrollment in a prestigious leadership course but requires you to confirm your identity by providing sensitive information. The senders email domain and contact details do not match any recognized organization.
phishing,"You receive an email offering a free certification course in AI but are asked to provide personal details and pay a ""small refundable fee"" to access the course. The email lacks proper formatting and verifiable course information."
phishing,"An email claims youve been hired for an international role but must pay for a work permit before starting. The job offer details are vague, and the senders email address is unrelated to any legitimate company, making it a phishing attempt."
phishing,"You receive an email promising a remote job with high pay but are required to provide your personal and financial information upfront. The sender uses a public domain email, and no official company details are included in the message."
phishing,A phishing email informs you that your bank is offering new features that require you to log in through a provided link to activate them. The link redirects to a fake banking portal designed to capture your login credentials and sensitive details.
phishing,"You receive an email from your bank notifying you of an error in your account. To fix it, you are asked to provide your username and password. The email lacks official branding and uses a domain unrelated to your bank, exposing it as a scam."
phishing,"An email congratulates you on receiving a cash prize from your banks rewards program but asks for your account details to process the transfer. The senders domain is not affiliated with your bank, and the email contains grammatical errors."
phishing,"A phishing email warns that your credit card points are expiring soon and requires you to verify your account details to claim them. The email formatting is unprofessional, and the provided link leads to a fake page mimicking your card providers site."
phishing,"You get an email advertising a free digital marketing course but are required to provide your banking information to ""confirm registration."" The senders email address is suspicious, and no official course details are included."
phishing,"An email promises a free financial planning course sponsored by your bank but asks for your account credentials to access resources. The senders email domain and contact details are unrelated to your bank, indicating a phishing scam."
phishing,"A phishing email offers a free data science bootcamp but requires you to download software to access the curriculum. The download link installs malware on your system disguised as training tools, compromising your security."
phishing,"You receive an email advertising free participation in a blockchain workshop but are asked to enter your financial details to ""secure your seat."" The email lacks branding and provides a suspicious payment link, exposing it as fraudulent."
phishing,"An email congratulates you on being selected for an online master's degree program but requires an upfront fee to process your enrollment. The senders email domain does not match any accredited educational institutions, raising red flags."
phishing,"A phishing email informs you of a scholarship for a free IT course but asks for your credit card information to cover ""administrative costs."" The email lacks proper formatting and provides no verifiable details about the scholarship program."
phishing,"You receive an email offering a free web development course but must provide your bank details to access the program. The email lacks legitimacy, and the senders domain is unverified, indicating a phishing scam."
phishing,"An email claims to offer free professional development training but requires a small payment to access the course materials. The sender uses a public domain email, and the course provider details are absent, making the email suspicious."
phishing,You receive an email advertising a free cybersecurity course but are asked to log in through a link to access the program. The link redirects to a phishing site that collects your login credentials and personal details under the guise of enrollment.
phishing,"A phishing email offers you a remote job with flexible hours but requires payment for software tools. The job description is generic, and the senders email is not associated with any legitimate company, exposing the email as fraudulent."
phishing,"An email offers a part-time teaching role with competitive pay but asks you to provide your personal information and banking details for ""salary processing."" The sender uses an unverified email domain and provides no legitimate job details."
phishing,You receive an email congratulating you on receiving a free business strategy course but must pay a refundable deposit to secure your spot. The email lacks proper formatting and provides no verifiable contact information about the course provider.
phishing,An email advertises free career counseling sessions and asks for your personal details to create a profile. The email includes a suspicious link to a platform that collects your data and offers no verifiable information about the counseling service.
phishing,A phishing email claims your bank account has been frozen due to suspicious activity and asks you to verify your credentials through a link. The link leads to a counterfeit banking portal designed to steal your account details.
phishing,"You receive an email notifying you of a policy update requiring you to confirm your bank account information to avoid service disruption. The email lacks official branding and uses fear tactics to prompt immediate action, exposing it as fraudulent."
phishing,"An email promises a guaranteed remote job with minimal effort but requires payment for a background check. The job details are vague, and the senders email domain does not match any legitimate companies, making it a phishing scam."
phishing,"You receive an email advertising free resources for improving your resume but must enter your personal details to download them. The link provided redirects to a phishing site, and the sender uses a free email domain."
phishing,A phishing email offers free access to programming tutorials but requires you to verify your email by logging into a platform. The platform is a counterfeit site that collects your login credentials under the pretext of verification.
phishing,"An email congratulates you on being selected for a free scholarship but asks for your personal details, including sensitive financial information, for ""registration."" The scholarship details are vague, and the senders email address is unverified."
phishing,"You receive an email offering a free project management course but requiring payment to access course materials. The email lacks proper formatting and verifiable course provider details, making it a phishing attempt."
phishing,click the below link to get free debit card
phishing,"An email congratulates you on a remote job offer with high pay but requires your bank details for direct deposit. It also asks for a small fee to process the onboarding, mentioning urgency to secure the position. The sender's email lacks company branding and uses a public domain."
phishing,"You receive an email offering a managerial role at an international company but requiring upfront payment for training materials. The offer is generic, and the senders email uses vague language without verifiable contact details or proper job descriptions, making the email suspicious."
phishing,"A phishing email promises part-time work with flexible hours but asks for your sensitive data, such as Social Security Number and account details, to start the hiring process. It mentions a nonexistent company and contains grammatical errors, raising red flags about its authenticity."
phishing,"An email offers you an attractive freelancing opportunity requiring no experience, with immediate salary payments. However, it requests a deposit for ""starter kits"" and banking details. No legitimate company information or verifiable contact number is included, exposing the scam."
phishing,"You get an email stating youve been hired as a virtual assistant, but it asks you to pay for a license to access the companys tools. The email does not include specific job details and uses a personal email domain rather than an official one, indicating phishing intentions."
phishing,"An email notifies you of suspicious login attempts to your bank account and warns of a potential lockout unless you verify your credentials immediately. It provides a link to a site mimicking your bank's portal, which collects your details for fraudulent purposes."
phishing,"You receive an email alerting you about unauthorized transactions from your credit card account, asking you to dispute the charges by logging into a linked page. The page is fraudulent, designed to steal your card details, and the email lacks any proper branding from your credit card provider."
phishing,"A phishing email claims to be from your bank, warning you of a system update requiring your immediate login to avoid service disruption. The link provided directs you to a counterfeit banking portal. The email is poorly formatted and lacks a professional tone, exposing its fraudulent nature."
phishing,"An email offers cashback rewards from your credit card but asks for your account details to process the payment. It mentions an urgent deadline to claim the cashback, providing a generic link. The senders domain is unrelated to your bank, and the email lacks official contact information."
phishing,"You get an email notifying you of an unusual withdrawal from your savings account and are asked to confirm your banking details to reverse the charges. The email uses fear tactics, includes no official branding, and provides a link to a malicious site meant to steal sensitive information."
phishing,"An email promises free registration for a popular online course but asks for your credit card details to access materials. The course details are vague, and the senders domain is not associated with any credible institution, raising doubts about the legitimacy of the offer."
phishing,"You receive an email advertising a free leadership certification program but are required to submit personal data, including bank information. The senders email is suspicious and provides no official course details, making it a clear phishing attempt to steal your credentials."
phishing,"A phishing email congratulates you on winning a scholarship for a data analytics course but requests upfront payment to cover administrative fees. It provides no details about the institution offering the course, and the email uses vague language and generic branding, indicating fraud."
phishing,You get an email offering free participation in a Python programming bootcamp but requiring you to download materials through an attached link. The files contain malware disguised as educational resources. The senders email lacks any association with recognized course providers.
phishing,An email promises free access to premium technical courses but requests your login credentials to activate the enrollment. It includes a link to a fake website designed to collect your personal data. The email contains grammatical errors and lacks verifiable branding or contact details.
phishing,"You receive an email congratulating you on being selected for a blockchain certification program but are asked to provide personal details, including your financial information. The senders domain is generic, and the email lacks proper course details, exposing it as a phishing scam."
phishing,"An email advertises free career counseling sessions and asks you to complete a profile by entering your personal and financial information. The email contains a suspicious link and provides no verifiable details about the organization hosting the sessions, indicating fraudulent intent."
phishing,"A phishing email informs you of an exclusive free course on digital marketing but requires you to share your bank account details for ""identity verification."" The email lacks proper grammar and provides a fake link to a site designed to steal your sensitive information."
phishing,"You receive an email offering free professional skills training but are required to provide personal data and pay a registration fee. The sender uses an unverified domain, and the email lacks official information about the course provider, raising red flags about its legitimacy."
phishing,"An email congratulates you on winning admission to an online master's program but requires a deposit to cover ""administrative fees."" The senders email domain is unrelated to any accredited institutions, and the email lacks proper branding or course details, indicating fraud."
